Questions,Answers,Label
What is 'Sign of Strength' (SOS)?,"Sign of Strength is a decisive upward move with increased volume and spread, showing demand overcoming supply. It confirms accumulation success and precedes markup. Like a athlete showing explosive power after training",Strategy Development
What is 'Cause and Effect' in Wyckoff?,"Cause is the horizontal time spent building positions in ranges, Effect is the subsequent vertical price movement. Longer accumulation (cause) creates larger markup (effect). Like charging a battery - longer charge, more power",Strategy Development
What does 'Markup' phase mean?,"Markup is the uptrend phase after accumulation where price rises as demand consistently exceeds supply. It's harvest time for institutions who accumulated at lower prices, now marking up price to distribute later",Strategy Development
What is 'Point and Figure' counting?,P&F counting measures the horizontal extent of accumulation/distribution to project price targets. Count columns in the trading range to estimate how far price will move. It's like measuring fuel in the tank to estimate driving distance,Strategy Development
What does 'Absorption' mean in Wyckoff?,"Absorption is the process where large operators quietly accumulate all available supply without raising price significantly. Like a sponge soaking up water, they absorb shares until supply is exhausted",Strategy Development
What is 'Distribution' in simple terms?,"Distribution is when large operators sell accumulated positions to eager public buyers at high prices. Like a store's clearance sale, but hidden - they're emptying inventory while maintaining appearance of strength",Strategy Development
What does 'Effort versus Result' mean?,"This law compares volume (effort) to price movement (result). High volume with little price progress shows resistance, suggesting reversal. It's like pushing hard against a wall - lots of effort, no movement means change coming",Strategy Development
What is a 'Trading Range' in Wyckoff?,"A Trading Range is sideways price movement between support and resistance where accumulation or distribution occurs. It's the preparation phase where smart money positions before the next major move, like an army gathering before attack",Strategy Development
What is the Composite Man concept in Wyckoff methodology?,The Composite Man is a heuristic device representing all market fluctuations as if they were the result of one man's operations who manipulates stocks.,Strategy Development
What are the four phases of the Wyckoff price cycle?,"The four phases are: accumulation (preparation), markup (uptrend), distribution (preparation), and markdown (downtrend).",Strategy Development
What happens during the accumulation phase?,"During accumulation, professional traders buy all the stock available for sale on the market before initiating an upward trend.",Strategy Development
What is the path of least resistance concept?,The path of least resistance is the direction where price encounters the least opposition from supply or demand.,Strategy Development
How do professionals verify the path of least resistance?,Professionals conduct test maneuvers repeatedly to verify there is no resistance that would prevent price from reaching target levels.,Strategy Development
What characterizes the distribution phase?,"During distribution, large traders finish selling the stock they previously bought, forming a market ceiling.",Strategy Development
What is reaccumulation?,Reaccumulation is a pause during an uptrend where the market consolidates before continuing higher.,Strategy Development
What is redistribution?,Redistribution is a pause during a downtrend where the market consolidates before continuing lower.,Strategy Development
How do you determine market position according to Wyckoff?,"Market position is determined by identifying which phase of the cycle (accumulation, uptrend, distribution, or downtrend) the market is in.",Strategy Development
What is a Spring in Wyckoff methodology?,"A Spring is a bearish movement that breaks support, quickly reverses, and moves back into the trading range, trapping late sellers.",Strategy Development
What is an Upthrust After Distribution (UTAD)?,"An UTAD is a bullish movement that breaks resistance, quickly reverses, and moves back into the trading range, trapping late buyers.",Strategy Development
What are the three types of Springs?,"The three types are: Spring #1 (Terminal Shakeout with deep penetration), Spring #2 (moderate penetration), and Spring #3 (exhaustion of supply).",Strategy Development
What is Preliminary Support (PS)?,"Preliminary Support is the first attempt to stop a downward movement, which always initially fails but signals potential support.",Strategy Development
What is a Selling Climax (SC)?,"A Selling Climax is the point where selling pressure climaxes with widening spread and heavy volume, often marking a bottom.",Strategy Development
What is an Automatic Rally (AR)?,"An Automatic Rally is an upward movement that occurs because intense selling pressure has diminished, often fueled by short covering.",Strategy Development
What is a Secondary Test (ST)?,A Secondary Test revisits the area of the climax to test the supply/demand balance with reduced volume and spread.,Strategy Development
What is a Sign of Strength (SOS)?,"A Sign of Strength is a price advance on increasing spread and relatively higher volume, often after a spring.",Strategy Development
What is a Last Point of Support (LPS)?,"A Last Point of Support is the low point of a reaction after a Sign of Strength, on diminished spread and volume.",Strategy Development
What is the creek in accumulation structures?,The creek is the resistance level established by the high of the Automatic Rally in accumulation structures.,Strategy Development
What is the ice in distribution structures?,The ice is the support level established by the low of the Automatic Reaction in distribution structures.,Strategy Development
What does JAC stand for in Wyckoff terms?,"JAC stands for Jump Across the Creek, referring to the breakout movement above the resistance in accumulation.",Strategy Development
What is a BUEC?,"BUEC stands for Back Up to the Edge of the Creek, the test of the breakout level after jumping across the creek.",Strategy Development
What characterizes Phase A in Wyckoff structures?,"Phase A is characterized by stopping the previous trend through preliminary action, climax, reaction, and secondary test.",Strategy Development
What is the purpose of Phase B?,Phase B serves to build the cause through continued absorption of stock by large operators.,Strategy Development
What happens in Phase C?,Phase C is the test phase where the market determines if it's ready to move by testing remaining supply or demand.,Strategy Development
What characterizes Phase D?,"Phase D shows the trend within the range with clear dominance of one side, featuring SOSs/SOWs and LPSs/LPSYs.",Strategy Development
What is Phase E?,Phase E is the trend out of range where the effect of the cause built in earlier phases unfolds.,Strategy Development
What is an Upthrust Action (UA)?,"An Upthrust Action is a temporary breakout of resistance that re-enters the range, testing at the high.",Strategy Development
"What is meant by ""cause and effect"" in trading ranges?","The cause is the time and effort spent in a trading range (accumulation/distribution), and the effect is the subsequent trend movement.",Strategy Development
How do professionals create environment during accumulation?,Professionals create an environment of extreme weakness with bad news to buy stock at lower prices.,Strategy Development
What triple function does a Spring serve?,"A Spring reaches stop losses, induces ill-informed traders to sell, and allows professionals to profit from the movement.",Strategy Development
How do professionals discourage weak hands?,"They generate a flat, boring market context to discourage weak hands from holding positions.",Strategy Development
What is the Ordinary Shakeout?,An Ordinary Shakeout is a strong bearish push without extensive preparation during an uptrend (reaccumulation).,Strategy Development
What is a Terminal Shakeout?,"A Terminal Shakeout is like a Spring on steroids, with extremely high volume or unusually large penetration.",Strategy Development
What characterizes Buying Exhaustion?,"Buying Exhaustion occurs when an uptrend ends without climactic volume, showing gradual exhaustion of buyers.",Strategy Development
What is Selling Exhaustion?,Selling Exhaustion happens when a downtrend ends without climactic volume due to gradual disappearance of sellers.,Strategy Development
What is a minor Sign of Strength (mSOS)?,A minor SOS is an upward movement showing strength characteristics but failing to break the structure.,Strategy Development
What is a minor Sign of Weakness (mSOW)?,A minor SOW is a downward movement showing weakness characteristics but failing to break the structure.,Strategy Development
What is the significance of a Change of Character (ChoCh)?,"A ChoCH signals a change in market context, from trend to range or from range to trend.",Strategy Development
How many ChoCHs occur in a complete structure?,"Two ChoCHs occur: one when trend becomes range, and another when range becomes trend.",Strategy Development
What is the importance of context in Wyckoff trading?,"Context helps identify which phase the market is in and what to expect next, avoiding wrong-side trades.",Strategy Development
What is a trading range in Wyckoff terms?,A trading range is a lateral movement where there is relative balance between supply and demand.,Strategy Development
Why do markets spend most time in trading ranges?,Markets spend most time in ranges because accumulation and distribution campaigns require time to complete.,Strategy Development
What is stock absorption?,Stock absorption is the process where large traders gradually acquire shares from weaker hands during accumulation.,Strategy Development
What happens if the path of least resistance is down?,"If the path of least resistance is down, the price can only fall as supply overwhelms demand.",Strategy Development
How do professionals test the market?,"Professionals initiate movements to check tracking and volume, verifying lack of interest in the opposite direction.",Strategy Development
What are handling maneuvers?,Handling maneuvers are tactics used by large traders to accumulate or distribute stock without revealing intentions.,Strategy Development
Why do professionals need liquidity?,Professionals need liquidity (counterparty orders) to match their large buy or sell orders without moving price significantly.,Strategy Development
"What is meant by ""strong hands"" vs ""weak hands""?",Strong hands are informed professional traders; weak hands are uninformed retail traders trading on emotions.,Strategy Development
How do you identify if a structure is accumulation or distribution?,"By analyzing price and volume action, tests at range extremes, and the direction of the subsequent breakout.",Strategy Development
What are the three fundamental Wyckoff laws?,"The three fundamental laws are: Supply and Demand, Cause and Effect, and Effort versus Result.",Strategy Development
How does the Law of Supply and Demand apply to price direction?,"When demand exceeds supply, prices rise; when supply exceeds demand, prices fall.",Strategy Development
What is the relationship between market balance and trading ranges?,Trading ranges occur where there is relative equilibrium or balance between supply and demand.,Strategy Development
"What does Wyckoff mean by ""building a cause""?",Building a cause means spending time accumulating or distributing in a range to prepare for a trend movement.,Strategy Development
How is effort represented in Wyckoff analysis?,Effort is represented by volume - the amount of trading activity occurring.,Strategy Development
How is result represented in Wyckoff analysis?,Result is represented by price movement - how far price moves in response to volume.,Strategy Development
What is harmony between effort and result?,"Harmony occurs when high volume produces significant price movement, suggesting trend continuation.",Strategy Development
What is divergence between effort and result?,"Divergence occurs when high volume produces little price movement, suggesting potential reversal.",Strategy Development
What does wide spread on high volume indicate?,Wide spread on high volume indicates strong participation and genuine movement by large interests.,Strategy Development
What does narrow spread on high volume suggest?,Narrow spread on high volume suggests absorption is occurring and a reversal may be near.,Strategy Development
What is the significance of volume at trading range extremes?,Volume at extremes helps determine if breakouts will be genuine or false (shakeouts).,Strategy Development
How do you identify demand entering the market?,Look for wide-spread upward bars with increasing volume and higher closes.,Strategy Development
How do you identify supply entering the market?,Look for wide-spread downward bars with increasing volume and lower closes.,Strategy Development
"What is ""No Supply"" in VSA terminology?","No Supply is a down bar on low volume indicating lack of selling pressure, suggesting upward potential.",Strategy Development
"What is ""No Demand"" in VSA terminology?","No Demand is an up bar on low volume indicating lack of buying pressure, suggesting downward potential.",Strategy Development
What is the relationship between trading range duration and trend magnitude?,"Longer trading ranges build more cause, leading to larger trend movements (effects).",Strategy Development
How do professionals prepare for markup campaigns?,"Professionals accumulate shares during trading ranges, verifying no supply remains before initiating markup.",Strategy Development
How do professionals prepare for markdown campaigns?,"Professionals distribute shares during trading ranges, verifying no demand remains before initiating markdown.",Strategy Development
What is the purpose of test maneuvers?,Test maneuvers verify whether supply or demand has been exhausted before committing to a trend.,Strategy Development
What characterizes successful tests?,"Successful tests show decreased volume and narrow spreads, indicating lack of opposing interest.",Strategy Development
What happens when tests fail?,"Failed tests show continued high volume or price penetration, requiring additional consolidation time.",Strategy Development
What is the significance of closing prices in bars?,Closing prices near highs show buying strength; closes near lows show selling strength.,Strategy Development
How do you interpret narrow range bars on low volume?,These suggest lack of interest and often occur during consolidation or at potential turning points.,Strategy Development
What does a wide spread bar closing in the middle indicate?,It suggests uncertainty and battle between buyers and sellers with no clear winner.,Strategy Development
How do professionals use media during campaigns?,Professionals use media to create sentiment supporting their accumulation (negative news) or distribution (positive news).,Strategy Development
What is the importance of relative volume analysis?,Relative volume (comparing current to recent volume) reveals changing levels of participation.,Strategy Development
How do you identify absorption occurring?,Absorption shows as high or increasing volume but price failing to make progress in one direction.,Strategy Development
What is the relationship between price waves and market structure?,"Waves form the building blocks of trends and ranges, with their characteristics revealing market intentions.",Strategy Development
How do you analyze wave relationships?,"Compare duration, speed, and range of waves to determine if trends are strengthening or weakening.",Strategy Development
What is the significance of impulse wave length?,Longer impulses suggest stronger trends; shorter impulses suggest weakening trends.,Strategy Development
How do you interpret retracement wave depth?,Shallow retracements suggest strong trends; deep retracements suggest weakening or reversal.,Strategy Development
"What is a ""change of character"" in wave analysis?",A change where the last impulse is shorter and the last retracement is deeper than previous ones.,Strategy Development
How do multiple timeframes relate in Wyckoff analysis?,Lower timeframe waves form components of higher timeframe waves in fractal fashion.,Strategy Development
What is the relationship between volume and wave progression?,Volume should expand on impulse waves and contract on retracement waves in healthy trends.,Strategy Development
How do you identify wave exhaustion?,Look for diminishing wave length despite maintained or increased effort (volume).,Strategy Development
What role does speed play in trend analysis?,Faster-than-previous movements show strength; slower movements show weakness.,Strategy Development
How do you measure trend health through projection?,Each impulse should surpass previous impulses; failure to make new extremes suggests weakening.,Strategy Development
What is the significance of depth in retracements?,Deeper retracements than previous ones suggest trend weakness; shallower ones suggest strength.,Strategy Development
How do trend lines assist in Wyckoff analysis?,"Trend lines define the angle and boundaries of trends, helping identify when character changes.",Strategy Development
What is a demand line?,"A demand line connects rising lows in an uptrend, showing where buyers are expected to appear.",Strategy Development
What is a supply line?,"A supply line connects declining highs in a downtrend, showing where sellers are expected to appear.",Strategy Development
How do channels help in analysis?,Channels capture most price action and help identify overbought/oversold extremes.,Strategy Development
What is an overbought line?,"The parallel line to the demand line anchored at the high, defining the upper channel boundary.",Strategy Development
What is an oversold line?,"The parallel line to the supply line anchored at the low, defining the lower channel boundary.",Strategy Development
What happens when price exceeds channel boundaries?,Exceeding boundaries suggests exhaustion and high probability of corrective action.,Strategy Development
How do you use inverted lines?,Inverted lines help estimate where reactions might occur when clear trends haven't yet established.,Strategy Development
What are converging lines used for?,Converging lines identify exhaustion patterns when normal channel lines don't capture price action.,Strategy Development
What is a horizontal line in Wyckoff analysis?,"Horizontal lines mark old supply/demand imbalance zones, serving as support or resistance.",Strategy Development
What is a shaft line?,"A shaft line serves both as support and resistance, with price pivoting around it.",Strategy Development
How do broken levels change roles?,Broken resistance becomes support; broken support becomes resistance as price rotates around levels.,Strategy Development
How did Wyckoff define timing in trading?,Accurate entry requires recognizing phase transitions within accumulation or distribution ranges.,Timing
When is the ideal time to buy according to Wyckoff?,Near the end of accumulation (Phase C spring or Phase D SOS).,Timing
When is the ideal time to sell short?,At the end of distribution after a UTAD (Up-thrust After Distribution).,Timing
What market condition does Phase A indicate?,It marks the stopping of the previous trend and beginning of a new trading range.,Timing
How do signs of strength and weakness help timing?,SOS and SOW confirm dominance of demand or supply for entry or exit.,Timing
Why is Phase C critical for timing entries?,It’s the “final test” of remaining supply before markup begins.,Timing
What does a Spring signal in Wyckoff analysis?,A bear trap and a transition to bullish markup.,Timing
What is the purpose of a Back-Up (BU or BUEC)?,It tests prior resistance now turned support before major markup.,Timing
How do large operators use climaxes for timing?,They buy at selling climaxes and sell at buying climaxes.,Timing
Why align entries with market indices?,Because three-quarters of stocks move with the general market.,Timing
What signals indicate the completion of Phase A in accumulation?,"Phase A completes with Preliminary Support, Selling Climax, Automatic Rally, and Secondary Test, establishing the trading range boundaries",Timing
How do you identify the optimal entry point after a Spring?,"The best entry comes on the test of the Spring, showing decreased volume and narrowing price spread while holding above the Spring low",Timing
What timing signals suggest Phase B is transitioning to Phase C?,"Decreasing volume on reactions, narrowing price swings, and the approach to previous support/resistance levels signal the Phase B to C transition",Timing
When should positions be initiated in Phase D?,"Positions should be taken on Last Points of Support (reactions) after Signs of Strength, especially after successful tests of breakouts",Timing
What indicates the start of Phase E markup?,Phase E begins after a successful backup to the creek following the Jump Across the Creek breakout,Timing
How do you time entries in redistribution ranges?,"Enter short positions on rallies to Last Point of Supply after Signs of Weakness, particularly following failed tests of resistance",Timing
What volume patterns confirm the timing of a genuine Spring?,A Spring with relatively low volume followed by an even lower volume test confirms readiness for upward movement,Timing
When is the optimal time to add to positions during markup?,"Add to positions during reactions to LPS levels in Phase D and early Phase E, when demand consistently dominates supply",Timing
How do you determine when accumulation is complete?,"Accumulation completion is signaled by successful absorption tests, decreased supply on reactions, and breakout above Creek resistance",Timing
What timing considerations apply to stepping stone confirmations?,"When stepping stone counts approach the original trading range projection, it signals potential resumption of the primary trend",Timing
How do I identify if a stock is being accumulated right now?,"Look for decreasing volume on price declines, tests of support holding with less selling pressure each time, gradual absorption shown by narrowing price ranges, and watch for potential Spring formations at range bottoms",Timing
What's happening when price keeps testing the same level?,"Repeated tests indicate large operators are evaluating supply and demand at that level, absorbing available shares if accumulating or distributing inventory if preparing for markdown",Timing
How long does accumulation typically take?,Accumulation duration varies from weeks to over a year depending on the size of the position institutions need to build and the amount of floating supply available,Timing
How can I distinguish between Secondary Test and a new decline?,"Secondary Tests show diminished volume and narrower spreads compared to the initial climax, holding near or above previous lows with reduced selling pressure",Timing
How do I identify Phase C if there's no clear shakeout?,"Phase C without shakeouts shows through successful tests at higher lows, decreased supply on reactions, and building demand pressure approaching resistance",Timing
How do backing up actions confirm accumulation?,"Backing up to previously broken resistance, now acting as support, with reduced volume confirms genuine breakout and institutional support at higher levels",Timing
Should I wait for the test after a Spring to enter?,"While Spring tests offer better risk-reward with tighter stops, aggressive traders can enter on Springs showing immediate demand response and strong reversal characteristics",Timing
How do I interpret volume spikes in the middle of ranges?,"Mid-range volume spikes often represent institutional position building, supply/demand testing, or preparation for directional movement",Timing
How do I recover from missing a Spring?,Missing optimal entry doesn't invalidate the setup - wait for subsequent LPS formations or backing up actions for alternative entry,Timing
"The price keeps bouncing between two levels for weeks, how do I trade this?","You're observing a trading range. Trade from the extremes - buy near support with stops below, sell near resistance with stops above. Watch for Springs at bottom or Upthrusts at top for better risk-reward entries",Timing
"I see a sharp drop with huge volume after an uptrend, what's my strategy?","This appears to be a Buying Climax. Wait for the Automatic Reaction to establish range bottom, then watch for Secondary Test. Don't buy immediately - let Phase A complete first",Timing
"Price broke below support but immediately recovered, should I buy?",This looks like a Spring. Check if volume was relatively low and if the recovery is strong. Consider buying on the test of this Spring with stop below the Spring low,Timing
"After a big decline, the stock stopped falling but isn't bouncing much, what now?",This suggests potential accumulation beginning. Watch for Selling Climax confirmation through Automatic Rally and Secondary Test. Be patient and wait for Phase C Spring,Timing
"I see multiple tests of the same resistance level, should I buy the breakout?","Multiple tests often weaken resistance but wait for volume confirmation on breakout. If tests show decreasing volume, resistance is weakening. Buy the backup after breakout, not the initial break",Timing
"The stock is in a downtrend but showing less decline on each drop, time to buy?",Diminishing downside momentum suggests selling exhaustion. Look for Preliminary Support and potential Selling Climax. Wait for clear Phase A completion before entering,Timing
"I see a hammer candlestick at support after a decline, should I buy?","A hammer suggests potential reversal but needs confirmation. In Wyckoff terms, check if this could be Preliminary Support or Selling Climax. Wait for follow-through and volume confirmation",Timing
"Price is stuck in a narrow range with declining volume, what does this indicate?","Low volume, narrow range suggests Phase B nearing completion. Prepare for Phase C test - either Spring or Upthrust. Don't trade until directional confirmation",Timing
"The stock made a new high but immediately reversed, how should I react?","This looks like an Upthrust. If it fails to recover quickly, consider short positions. Confirm with volume and subsequent price action showing weakness",Timing
"I see a double bottom pattern forming, when do I enter?","In Wyckoff terms, the second bottom might be a Spring or Secondary Test. Enter on successful test showing less volume, not on the double bottom itself",Timing
"I see a head and shoulders top, how do I trade it with Wyckoff?",This pattern often represents distribution. The right shoulder may be an Upthrust or Last Point of Supply. Enter short on neckline break or LPSY rally,Timing
"Volume spikes at the bottom of a range, should I buy?",Volume spike at range bottom could be Spring or shakeout. Wait for the test on lower volume before buying. Don't chase the initial volume spike,Timing
"Volume surges at resistance but price pushes through, what's happening?",Volume at resistance with breakthrough suggests strong demand overcoming supply. Wait for backup to broken resistance for entry confirmation,Timing
"I'm a day trader, how do I use Wyckoff intraday?","Focus on opening range as mini-accumulation/distribution, identify intraday Springs and Upthrusts, use 5-min Phase analysis within first hour's range",Timing
When should I drop down timeframes for entry?,"Drop timeframes after identifying higher timeframe structure. Use lower timeframe only for precise entry timing, not directional bias",Timing
When exactly should I buy or sell according to Wyckoff?,"Buy after successful Spring tests in Phase C, on Last Points of Support in Phase D, or on backups to the Creek after breakouts. Sell on Upthrust After Distribution tests, at Last Points of Supply, or when seeing Buying Climax after extended markup. Never buy breakouts directly - wait for the retest",Timing
What is Wyckoff's Law of Effort vs. Result?,The Law of Effort vs. Result states that volume should confirm price trends. High volume should accompany strong price moves.,Timing
How do I know when to sell using Wyckoff signals?,"Sell signals include Preliminary Supply after extended markup, Buying Climax with high volume and wide spreads, failed tests of highs with decreasing volume, Upthrust After Distribution, and breakdown below Ice with volume. Also use P&F counts reaching targets as exit signals",Timing
What does 'Last Point of Support' (LPS) mean?,"LPS represents pullbacks during markup that find support, offering low-risk entry opportunities. Like rest stops on an uphill journey, each LPS is a chance to join the uptrend with stops below the previous support level",Timing
What is 'Preliminary Support' in Wyckoff?,"Preliminary Support is the first attempt to stop a downtrend, showing initial institutional buying but not yet enough to halt decline. Like scouts before the main army, it signals approaching change but isn't the final bottom",Timing
What does 'Selling Climax' mean?,Selling Climax is panic selling at a downtrend's end where public capitulation meets institutional buying. Volume explodes as weak hands transfer shares to strong hands. It's the darkest hour before dawn in market terms,Timing
What does 'Secondary Test' mean?,Secondary Test revisits the Selling Climax area to verify supply is exhausted. Should show less volume and selling pressure than original climax. It's like double-checking that sellers are truly gone before starting accumulation,Timing
What is Wyckoff's Law of Supply and Demand?,The Law of Supply and Demand states that prices rise when demand is greater than supply and fall when supply is greater than demand.,Timing
How does a trader use the Law of Supply and Demand?,Traders use the Law of Supply and Demand by comparing price and volume bars over time to determine who is in control of the market.,Timing
What does 'Backup to the Edge of the Creek' mean?,"After jumping the Creek (breaking resistance), price pulls back to test the breakout point, now acting as support. It's the last chance to board the train before it leaves the station for higher prices",Timing
What is the first step in Wyckoff's five-step approach?,"Determine the present position and probable future trend of the market using structure, supply and demand analysis.",Timing
What is Step 2 of the Wyckoff approach?,"Select stocks in harmony with the trend - stronger than market in uptrends, weaker in downtrends.",Timing
What is Step 3 in Wyckoff's method?,"Select stocks with a ""cause"" that equals or exceeds your minimum objective using Point and Figure counts.",Timing
What does Step 4 involve?,Determine the stock's readiness to move by applying the nine buying or selling tests.,Timing
What is Step 5 of the approach?,Time your commitment with a turn in the stock market index to have market power behind your trade.,Timing
When should you apply tests for buying vs selling?,Apply buying tests in accumulation ranges and selling tests in distribution ranges based on the nine-test framework.,Timing
What is the optimal time to enter after a Spring?,"The optimal time is during the test of the Spring, when volume and ranges decrease and price stays above the Spring low.",Timing
When is the best time to enter in Phase C?,The best time is after the shake event (Spring/UTAD) is tested successfully with low volume.,Timing
What entry opportunity does Phase D provide?,Phase D provides entries on Last Points of Support/Supply as price trends within the range.,Timing
When should you enter in Phase E?,Enter on tests of the breakout (BUEC/FTI) or on subsequent LPS/LPSY during the trend.,Timing
What was Wyckoff's favorite entry point?,Wyckoff's favorite entry was at the breakout test (BUEC) because all prior structure was visible.,Timing
How do you time entries using significant bars?,"Wait for a significant bar (SOS/SOW bar) showing institutional intent, then enter on or after that bar.",Timing
When should you avoid taking trades?,Avoid trades when context suggests you're on the wrong side or when tests fail to show proper characteristics.,Timing
What timing advantage does identifying Phase A provide?,Identifying Phase A early allows you to prepare for upcoming accumulation/distribution and potential trades.,Timing
How does Phase B help with timing?,Phase B's duration and tests help gauge when the structure might be ready for Phase C testing.,Timing
What timing signal does a successful Spring test provide?,"A successful Spring test signals readiness for upward movement, offering high-probability long entry timing.",Timing
When should you exit existing positions?,"Exit when Phase A of a new structure forms, or when climactic action suggests trend exhaustion.",Timing
How do you time entries using minor structures?,Reduce timeframe to identify minor accumulation/redistribution structures that provide precise entry timing.,Timing
What role does volume play in timing?,Volume confirms whether tests are valid; decreasing volume on tests suggests proper timing for entry.,Timing
How do you time entries using wave analysis?,Compare current waves to previous ones to identify when the relationship suggests a turn is imminent.,Timing
When is it too early to enter a position?,"It's too early before Phase C completion, as the structure hasn't confirmed its intentions yet.",Timing
When is it too late to enter?,It's too late after significant Phase E development when much of the move has been captured.,Timing
How do trend lines help with timing?,"Trend line approaches suggest potential turns, offering timing opportunities when other factors align.",Timing
What timing does a ChoCH provide?,"A ChoCH signals a shift in market character, indicating timing to prepare for the next phase.",Timing
How do you time re-entries in trends?,Time re-entries at LPS/LPSY points where price pulls back to support/resistance on low volume.,Timing
What is the importance of waiting for tests?,Waiting for tests confirms the structural event and provides better risk/reward timing than entering the event itself.,Timing
How do you time entries using channel lines?,Enter when price reaches demand/support lines and shows signs of rejection with confirming volume.,Timing
When should you enter after UTAD?,Enter short after UTAD is tested successfully with decreasing volume and failure to make new highs.,Timing
How does context affect entry timing?,"Context determines whether to look for longs or shorts, affecting when to enter based on structure phase.",Timing
What timing does an Automatic Rally/Reaction provide?,AR/AR establishes range boundaries and suggests timing for Secondary Test entries.,Timing
How do you use multiple timeframes for timing?,Higher timeframes provide context while lower timeframes offer precise entry timing within that context.,Timing
When is the earliest you can identify accumulation?,"After Phase A completes with PS, SC, AR, and ST, suggesting accumulation may be beginning.",Timing
How do you time exits using Point and Figure?,P&F counts project price targets where you should prepare to exit as objectives are reached.,Timing
What timing does effort vs result divergence suggest?,"Divergence suggests an upcoming turn, timing potential reversal entries or exits.",Timing
How do you time trades using the nine tests?,"As more of the nine tests are satisfied, the timing for entry becomes more favorable.",Timing
When should you increase position size?,Increase size at LPS points in Phase D/E when the trend is confirmed and risk is defined.,Timing
How does seasonal analysis affect timing?,Consider market seasonality alongside Wyckoff analysis for additional timing confirmation.,Timing
What timing does a reversal bar provide?,A reversal bar closing through the last significant bar suggests immediate timing for position changes.,Timing
How do you time entries using relative strength?,"Enter when a stock starts outperforming the market, showing relative strength improvement.",Timing
When is the safest time to enter according to Wyckoff?,The safest time is after complete structure development with confirmed breakout and test in Phase D/E.,Timing
How do you time entries using supply/demand zones?,Enter when price reaches significant supply/demand zones and shows rejection with appropriate volume.,Timing
What timing does completing Phase B suggest?,"Phase B completion suggests Phase C testing is imminent, timing preparation for potential entries.",Timing
How do you time scalp trades in ranges?,Time scalps at range extremes when tests show proper volume characteristics for quick reversals.,Timing
When should you avoid adding to positions?,"Avoid adding when climactic action appears or when entering the opposite phase (e.g., distribution after markup).",Timing
How does market timing work with individual stock timing?,Align individual stock entries with favorable market timing for 75%+ stocks moving with the market.,Timing
What timing does an LPS provide in Phase E?,LPS in Phase E provides timing for adding to or establishing new positions in the trend direction.,Timing
How do you time entries using horizontal lines?,Time entries when price approaches significant horizontal lines and shows appropriate reaction.,Timing
When is optimal timing for short positions?,Optimal short timing is after UTAD test or at LPSY points in confirmed distribution structures.,Timing
How do you time entries using exhaustion patterns?,Enter when price shows exhaustion with converging lines and diminishing volume despite continued movement.,Timing
What timing does stock control transfer provide?,"When control transfers from weak to strong hands (or vice versa), it times the end of accumulation/distribution.",Timing
What percentage of stocks move with the general market?,Three-quarters or more of individual stocks move in harmony with the general market.,Timing
Why is market timing important for individual stock trades?,Having the power of the overall market behind your trade improves odds of success significantly.,Timing
What is the first timing consideration in Wyckoff's approach?,Determine if the market is consolidating or trending before deciding whether to trade.,Timing
When should you time commitment with market turns?,Time your entry to coincide with turns in the stock market index to have market support.,Timing
What timing signals suggest market readiness to move?,Change of character in price action and manifestations of Wyckoff's three laws suggest readiness.,Timing
How do you time entries based on stock readiness?,Apply the nine buying or selling tests to determine if the stock is ready to leave the range.,Timing
What is the optimal timing for establishing positions?,Near the end of preparation phases (accumulation/distribution) before markup/markdown begins.,Timing
When is it too early to establish positions?,During early Phase B when significant consolidation time is still needed.,Timing
When does timing become critical for success?,Short-term trading requires perfect timing; long-term trading is more forgiving of timing errors.,Timing
How should beginners approach timing?,"Beginners should start with long-term trading until achieving consistent success, as it requires less precise timing.",Timing
What timing advantage does identifying PS/PSY provide?,"It alerts you that trend stopping may be beginning, timing potential exits or preparation for reversal.",Timing
How does SC/BC timing affect entries?,"SC/BC marks potential bottoms/tops, but entering here has high risk; better to wait for confirmation.",Timing
What timing signal does AR/AR provide?,AR/AR confirms the stopping action and times expectation of Secondary Test.,Timing
How do you time entries around Secondary Tests?,Enter on successful ST when volume and spread decrease and price holds support/resistance.,Timing
What timing opportunity does Phase B testing provide?,Each test of range extremes on low volume provides potential reversal entry timing.,Timing
How do you time entries with UA/UT events?,Wait for price to fail at these false breakouts and re-enter range before establishing positions.,Timing
What optimal timing does a Spring provide?,A Spring followed by successful test provides highest-probability timing for long entries.,Timing
How do you time entries with UTAD?,Wait for UTAD test with low volume before entering short positions.,Timing
What timing does SOS/SOW provide?,"SOS/SOW signals the beginning of trend within range, timing entries in that direction.",Timing
How do you time entries at LPS/LPSY?,Enter when price pulls back on low volume to these last support/supply points.,Timing
What timing advantage does BUEC/FTI provide?,These test the breakout and provide last good timing before trend acceleration.,Timing
How do you time re-entries during Phase E?,Time re-entries at each LPS/LPSY as trend continues out of range.,Timing
What timing do significant bars provide?,Significant bars (SOSbar/SOWbar) provide immediate timing signals of institutional entry.,Timing
How do you time exits based on climactic action?,Exit when you observe climactic volume and wide spreads after extended moves.,Timing
What timing do reversal bars provide?,Reversal bars closing through the last significant bar suggest immediate position change timing.,Timing
How does Point and Figure counting affect timing?,P&F counts help time when adequate cause is built and price is ready to move.,Timing
What timing signal do failed tests provide?,Failed tests signal the market needs more time; avoid entering until successful tests occur.,Timing
How do you time entries with minor structures?,Identify minor structures within major ones for precise entry timing within correct context.,Timing
